Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID,Active Webpage,Report,SubEvidence,Evidence
Owen R.T.,7401888150;,Novel zolpidem formulations,2009,Drugs of Today,45,5,NA,395,400,NA,10,10.1358/dot.2009.45.5.1377599,https://www.scopus.com/inward/record.uri?eid=2-s2.0-69249191575&doi=10.1358%2fdot.2009.45.5.1377599&partnerID=40&md5=e52de39089a98dc94f0df068de1d7787,"Medical Information Dept., Prous Science, Provenza 388, 08025 Barcelona, Spain","Owen, R.T., Medical Information Dept., Prous Science, Provenza 388, 08025 Barcelona, Spain",NA,edluar; escitalopram; intermezzo; ox 22; unclassified drug; zolpidem; zolpidem tartrate; zolpimist; aerosol; area under the curve; bedtime dosage; bioequivalence; controlled release formulation; dizziness; drug absorption; drug blood level; drug dose comparison; drug efficacy; drug half life; drug intermittent therapy; drug metabolism; fatigue; food; food drug interaction; generalized anxiety disorder; headache; human; insomnia; low drug dose; lozenge; major depression; maximum plasma concentration; nausea; review; sleep related eating behavior; time to maximum plasma concentration; treatment response; United States,"Owen, R. T.; Medical Information Dept., Provenza 388, 08025 Barcelona, Spain; email: scientific.prousjournals@thomsonreuters.com",Review,Final,NA,Scopus,2-s2.0-69249191575,,IFSMS 2010,Drugs,Drugs
"Pushpalatha P., Sarin R., Rao M., Baggi T.",35322984700;56258291300;6601968107;6603502436;,A new thin-layer chromatographic method for analysis of zolpidem and zopiclone,2009,Journal of Planar Chromatography - Modern TLC,22,6,NA,449,451,NA,8,10.1556/JPC.22.2009.6.12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-73949153395&doi=10.1556%2fJPC.22.2009.6.12&partnerID=40&md5=cab1292bc6d0334116e0a7a4b03816b9,"Government of India, Central Forensic Science Laboratory, Ministry of Home Affairs, Ramanthapur, Hyderabad 500 013, India; University College of Science, Osmania University, Department of Chemistry, Hyderabad 500 007, India","Pushpalatha, P., Government of India, Central Forensic Science Laboratory, Ministry of Home Affairs, Ramanthapur, Hyderabad 500 013, India; Sarin, R., Government of India, Central Forensic Science Laboratory, Ministry of Home Affairs, Ramanthapur, Hyderabad 500 013, India; Rao, M., University College of Science, Osmania University, Department of Chemistry, Hyderabad 500 007, India; Baggi, T., University College of Science, Osmania University, Department of Chemistry, Hyderabad 500 007, India",Chloranilic acid; Qualitative analysis; Thin-layer chromatography; Zolpidem; Zopiclone,zolpidem; zopiclone; article; complex formation; drug determination; fluorescence; sensitivity analysis; thin layer chromatography,"Pushpalatha, P.; Government of India, , Ramanthapur, Hyderabad 500 013, India",Article,Final,NA,Scopus,2-s2.0-73949153395,,IFSMS 2010,Drugs,Drugs
"Sumalatha Y., Reddy P.P., Reddy R., Satyanarayana B.",11440039200;56214288000;57209967531;11439261500;,Synthesis and spectral characterization of process-related substances to the hypnotic agent zolpidem,2009,Arkivoc,2009,7,NA,143,149,NA,5,10.3998/ark.5550190.0010.714,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67651040057&doi=10.3998%2fark.5550190.0010.714&partnerID=40&md5=2f1e3b4739853a070e9f44910a816574,"Dr Reddy's Laboratories Limited, Bachupalli, Qutubullapur, Rangareddy District-72, Andhra Pradesh, India","Sumalatha, Y., Dr Reddy's Laboratories Limited, Bachupalli, Qutubullapur, Rangareddy District-72, Andhra Pradesh, India; Reddy, P.P., Dr Reddy's Laboratories Limited, Bachupalli, Qutubullapur, Rangareddy District-72, Andhra Pradesh, India; Reddy, R., Dr Reddy's Laboratories Limited, Bachupalli, Qutubullapur, Rangareddy District-72, Andhra Pradesh, India; Satyanarayana, B., Dr Reddy's Laboratories Limited, Bachupalli, Qutubullapur, Rangareddy District-72, Andhra Pradesh, India",Hypnotic; Insomnia; Zolpidem,NA,"Satyanarayana, B.; Dr Reddy's Laboratories Limited, Bachupalli, Qutubullapur, Rangareddy District-72, Andhra Pradesh, India; email: satyanarayanab@drreddys.com",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-67651040057,,IFSMS 2010,Drugs,Drugs
"Sumalatha Y., Reddy T.R., Reddy P.P., Satyanarayana B.",11440039200;57210043624;56214288000;11439261500;,"A simple, efficient and scalable synthesis of hypnotic agent, zolpidem",2009,Arkivoc,2009,2,,315,320,,17,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951776225&partnerID=40&md5=3a1bc29375428c1888c70028758dd553,"Dr Reddy's Laboratories Limited, Qutubullapur, Rangareddy District-72, Andhra Pradesh, India","Sumalatha, Y., Dr Reddy's Laboratories Limited, Qutubullapur, Rangareddy District-72, Andhra Pradesh, India; Reddy, T.R., Dr Reddy's Laboratories Limited, Qutubullapur, Rangareddy District-72, Andhra Pradesh, India; Reddy, P.P., Dr Reddy's Laboratories Limited, Qutubullapur, Rangareddy District-72, Andhra Pradesh, India; Satyanarayana, B., Dr Reddy's Laboratories Limited, Qutubullapur, Rangareddy District-72, Andhra Pradesh, India",Hypnotic; Insomnia; Related substances; Zolpidem,,"Satyanarayana, B.; Dr Reddy's Laboratories Limited, Qutubullapur, Rangareddy District-72, Andhra Pradesh, India; email: satyanarayanab@drreddys.com",Article,Final,,Scopus,2-s2.0-77951776225,,IFSMS 2010,Drugs,Drugs
"Gomis D.B., Velasco C.B., Sanchez I.H., Alvarez M.D.G.",7004418532;35885271300;57197105591;9244705900;,Optimization by factorial design of a capillary electrophoresis method for the chiral resolution and determination of zopiclone and its synthesis precursor,2009,Journal of Liquid Chromatography and Related Technologies,32,18,NA,2654,2668,NA,11,10.1080/10826070903245672,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350676005&doi=10.1080%2f10826070903245672&partnerID=40&md5=363c72026e582e9a008a209d85eb9b0d,"Department of Physical and Analytical Chemistry, University of Oviedo, JuliÃ¡n ClaverÃ­a 8, 33006, Oviedo, Spain; Asturpharma S.A., Silvota, Llanera, Asturias, Spain","Gomis, D.B., Department of Physical and Analytical Chemistry, University of Oviedo, JuliÃ¡n ClaverÃ­a 8, 33006, Oviedo, Spain; Velasco, C.B., Department of Physical and Analytical Chemistry, University of Oviedo, JuliÃ¡n ClaverÃ­a 8, 33006, Oviedo, Spain; Sanchez, I.H., Asturpharma S.A., Silvota, Llanera, Asturias, Spain; Alvarez, M.D.G., Department of Physical and Analytical Chemistry, University of Oviedo, JuliÃ¡n ClaverÃ­a 8, 33006, Oviedo, Spain",Capillary electrophoresis; Chiral; Cyclodextrin; Experimental design; Zopiclone,Capillary electrophoretic methods; Chiral; Chiral intermediates; Chiral resolutions; Detection limits; Effective length; Enantiomeric purity; Experimental design; Factorial design; Fused-silica capillaries; Inner diameters; Internal standards; International conference on harmonizations; Phosphate buffers; UV detection; Zopiclone; Capillary electrophoresis; Complexation; Design; Electrochemistry; Silica; Statistics; Urea; Fused silica; beta cyclodextrin; diazepam; hypnotic agent; unclassified drug; urea; zopiclone; zopiclone 2; accuracy; article; capillary electrophoresis; chirality; controlled study; drug determination; drug purification; drug solubility; drug structure; enantiomer; factorial design; high performance liquid chromatography; intermethod comparison; pH; quantitative analysis; sensitivity analysis; ultraviolet radiation; validity,"Gomis, D. B.; Department of Physical and Analytical Chemistry, JuliÃ¡n ClaverÃ­a 8, 33006, Oviedo, Spain; email: dbg@uniovi.es",Article,Final,NA,Scopus,2-s2.0-70350676005,,IFSMS 2010,Drugs,Drugs
"Chen Y.-Y., Liu J.-J., Tang K.-W.",57147539200;27169138700;7401589599;,Study on inclusion complexes of Î²-cyclodextrin with zopiclone,2008,Guang Pu Xue Yu Guang Pu Fen Xi/Spectroscopy and Spectral Analysis,28,10,NA,2380,2383,NA,2,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-55649113328&partnerID=40&md5=f0464da35964777337aadb30196f5304,"College of Chemistry and Chemical Engineering, Central South University, Changsha 410083, China; Department of Chemistry and Chemical Engineering, Hunan Institute of Science and Technology, Yueyang 414000, China","Chen, Y.-Y., College of Chemistry and Chemical Engineering, Central South University, Changsha 410083, China; Liu, J.-J., College of Chemistry and Chemical Engineering, Central South University, Changsha 410083, China; Tang, K.-W., College of Chemistry and Chemical Engineering, Central South University, Changsha 410083, China, Department of Chemistry and Chemical Engineering, Hunan Institute of Science and Technology, Yueyang 414000, China",Î²-cyclodextrin; Inclusion; Phase solubility method; Thermodynamics; ZPC,Concentration (process); Dynamics; Enthalpy; Solubility; Ternary systems; Thermodynamics; Effect of temperatures; Formation constants; Inclusion complex formations; Inclusion complexation; Inclusion complexes; IR spectrum; Phase solubilities; Phase solubility method; Solid states; Solubilizer; ZPC; Inclusions,"Chen, Y.-Y.; College of Chemistry and Chemical Engineering, , Changsha 410083, China; email: cyy622811@126.com",Article,Final,NA,Scopus,2-s2.0-55649113328,,IFSMS 2010,Drugs,Drugs
"Jerussi T.P., Fang Q.K.",,Compositions comprising Zopiclone derivatives and methods of making and using the same,2008,US 07456173,,,,,,,,,https://patents.google.com/patent/US7189715B2/en,"Framingham, MA, United States; Wellesley, MA, United States","Jerussi T.P., Framingham, MA, United States; Fang Q.K., Wellesley, MA, United States",,,,,,,,,,IFSMS 2010,Drugs,Drugs
"Sangaraju S., Lakshmi Kanth M., Rao B.M., Someswararao N.",13609997200;57213661468;55664693500;18434982400;,Enantiomeric separation of S-zopiclone and its R-enantiomer in bulk drug samples by validated chiral RP-HPLC,2009,Pharmazie,64,11,NA,717,719,NA,9,10.1691/ph.2009.9199,https://www.scopus.com/inward/record.uri?eid=2-s2.0-75749157037&doi=10.1691%2fph.2009.9199&partnerID=40&md5=d5da22387ba6d250ccc143cc40687759,"Analytical Research, Custom Pharmaceutical Services, Dr. Reddy's Laboratories Ltd., Visakhapatnam, India; Department of Analytical Chemistry, School of Chemistry, Andhra University, Visakhapatnam 530 003, India","Sangaraju, S., Analytical Research, Custom Pharmaceutical Services, Dr. Reddy's Laboratories Ltd., Visakhapatnam, India; Lakshmi Kanth, M., Analytical Research, Custom Pharmaceutical Services, Dr. Reddy's Laboratories Ltd., Visakhapatnam, India; Rao, B.M., Department of Analytical Chemistry, School of Chemistry, Andhra University, Visakhapatnam 530 003, India; Someswararao, N., Department of Analytical Chemistry, School of Chemistry, Andhra University, Visakhapatnam 530 003, India",NA,"acetonitrile; ammonium acetate; zopiclone; accuracy; article; drug determination; drug purity; drug stability; enantiomer; quantitative analysis; reversed phase high performance liquid chromatography; validation process; Azabicyclo Compounds; Chromatography, High Pressure Liquid; Drug Contamination; Indicators and Reagents; Piperazines; Reproducibility of Results; Solutions; Stereoisomerism","Rao, B. M.; Department of Analytical Chemistry, , Visakhapatnam 530 003, India; email: drbmrao@hotmail.com",Article,Final,NA,Scopus,2-s2.0-75749157037,,IFSMS 2010,Drugs,Drugs
Yilmaz S.,55964006300;,Adsorptive stripping voltammetric determination of zopiclone in tablet dosage forms and human urine,2009,Colloids and Surfaces B: Biointerfaces,71,1,NA,79,83,NA,27,10.1016/j.colsurfb.2009.01.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-64849099947&doi=10.1016%2fj.colsurfb.2009.01.007&partnerID=40&md5=9899059fef51f255d6a3d21cedbf1f7b,"Canakkale Onsekiz Mart University, Faculty of Arts and Sciences, Department of Analytical Chemistry, 17020 Canakkale, Turkey","Yilmaz, S., Canakkale Onsekiz Mart University, Faculty of Arts and Sciences, Department of Analytical Chemistry, 17020 Canakkale, Turkey",Adsorptive stripping voltammetry; Determination; Glassy carbon electrode; Human urine; Tablet dosage forms; Zopiclone,Adsorptive stripping voltammetry; Determination; Glassy carbon electrode; Human urine; Tablet dosage forms; Zopiclone; Body fluids; Chemical vapor deposition; Electrochemical oxidation; Electrodes; Glass membrane electrodes; Stripping (dyes); Voltammetry; carbon; zopiclone; anodic stripping potentiometry; article; controlled study; drug determination; drug formulation; drug oxidation; human; pH measurement; priority journal; quantitative analysis; tablet; urinalysis; Adsorption; Azabicyclo Compounds; Electrochemistry; Humans; Oxidation-Reduction; Piperazines; Tablets,"Yilmaz, S.; Canakkale Onsekiz Mart University, , 17020 Canakkale, Turkey; email: seletyilmaz@hotmail.com",Article,Final,NA,Scopus,2-s2.0-64849099947,,IFSMS 2010,Drugs,Drugs
"Suzuki J., Takahashi M., Nagashima M., Seto T., Mori K., Ogino S.",,Determination of chloral hydrate in unapproved/unpermitted drugs,2009,TOKYO-TO KENKO ANZEN KENKYU SENTA KENKYU NENPO,59,9,,79,84,,,10.11171/chemobio.6.43,https://www.jstage.jst.go.jp/article/chemobio/6/1/6_1_43/_pdf/-char/ja,"Tokyo Metropolitan Institute of Public Health, Japan","Suzuki J., Tokyo Metropolitan Institute of Public Health, Japan; Takahashi M., Tokyo Metropolitan Institute of Public Health, Japan; Nagashima M., Tokyo Metropolitan Institute of Public Health, Japan; Seto T., Tokyo Metropolitan Institute of Public Health, Japan; Mori K., Tokyo Metropolitan Institute of Public Health, Japan; Ogino S., Tokyo Metropolitan Institute of Public Health, Japan","Chloral Hydrate; Unapproved/Unpermitted Drug; TLC; GC/MS; 2,4-Diphenylhydrazine",,,,,,,,,IFSMS 2010,Drugs,Drugs
Tcheremissine O.V.,6603288220;,Is quetiapine a drug of abuse? Reexamining the issue of addiction,2008,Expert Opinion on Drug Safety,7,6,NA,739,748,NA,16,10.1517/14740330802496883,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049162654&doi=10.1517%2f14740330802496883&partnerID=40&md5=4c836d2e36a20700e5df70adeb56129f,"Carolinas HealthCare System-Behavioral Health Center, Department of Psychiatry, 501 Billingsley Road, Charlotte, NC, United States","Tcheremissine, O.V., Carolinas HealthCare System-Behavioral Health Center, Department of Psychiatry, 501 Billingsley Road, Charlotte, NC, United States",Abuse; Addiction; Benzodiazepines; Quetiapine; Substance abuse disorder; SUD,"acetylsalicylic acid; atypical antipsychotic agent; benzatropine; bromazepam; chlorpromazine; cholinergic receptor blocking agent; clonazepam; clonidine; diphenhydramine; haloperidol; lorazepam; quetiapine; sedative agent; thioridazine; trazodone; vitamin; bedtime dosage; bipolar disorder; borderline state; drug dependence; drug detoxification; drug dose escalation; drug dose increase; drug misuse; drug self administration; drug substitution; drug withdrawal; generalized anxiety disorder; human; MEDLINE; opiate addiction; patient compliance; personality disorder; prisoner; psychosis; PsycINFO; review; schizoaffective psychosis; schizophrenia; substance abuse; Animals; Antipsychotic Agents; Behavior, Addictive; Dibenzothiazepines; Drug and Narcotic Control; Humans; Substance-Related Disorders","Tcheremissine, O.V.; Carolinas HealthCare System-Behavioral Health Center, 501 Billingsley Road, Charlotte, NC, United States; email: Oleg.Tcheremissine@carolinas.org",Review,Final,NA,Scopus,2-s2.0-57049162654,,IFSMS 2010,Drugs,Drugs
"Alacid E., Najera C.",13907534900;7005797493;,Regioselective Heck reaction of N-vinylphthalimide: A general strategy for the synthesis of (E)-N-styrylphthalimides and phenethylamines,2008,Advanced Synthesis and Catalysis,350,9,NA,1316,1322,NA,20,10.1002/adsc.200800074,https://www.scopus.com/inward/record.uri?eid=2-s2.0-53849123626&doi=10.1002%2fadsc.200800074&partnerID=40&md5=6d6631eeca9b38f728f33d1ec0c2dbdb,"Departamento de QuÃ­mica OrgÃ¡nica, Facultad de Ciencias, Universidad de Alicante, Apartado 99, 03080 Alicante, Spain","Alacid, E., Departamento de QuÃ­mica OrgÃ¡nica, Facultad de Ciencias, Universidad de Alicante, Apartado 99, 03080 Alicante, Spain; NÃ¡jera, C., Departamento de QuÃ­mica OrgÃ¡nica, Facultad de Ciencias, Universidad de Alicante, Apartado 99, 03080 Alicante, Spain",Heck reaction; Palladacycles; Phenethylamines; Phthalimides; Polymeric reagents,NA,"NÃ¡jera, C.; Departamento de QuÃ­mica OrgÃ¡nica, Apartado 99, 03080 Alicante, Spain; email: cnajera@ua.es",Article,Final,NA,Scopus,2-s2.0-53849123626,,IFSMS 2010,Drugs,Drugs
"Allwein S.P., McWilliams J.C., Secord E.A., Mowrey D.R., Nelson T.D., Kress M.H.",6603298883;7102822248;56001059600;6701634664;55435267700;7005962384;,"Efficient synthesis of chiral phenethylamines: preparation, asymmetric hydrogenation, and mild deprotection of ene-trifluoroacetamides",2006,Tetrahedron Letters,47,36,NA,6409,6412,NA,18,10.1016/j.tetlet.2006.06.135,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746587317&doi=10.1016%2fj.tetlet.2006.06.135&partnerID=40&md5=f2e2052c61a7f4c6de5220e89e742805,"Merck Research Laboratories, Department of Process Chemistry, 466 Devon Park Drive, Wayne, PA 19087, United States; Merck Research Laboratories, Department of Process Chemistry, 126 East Lincoln Avenue, Rahway, NJ 07065, United States","Allwein, S.P., Merck Research Laboratories, Department of Process Chemistry, 466 Devon Park Drive, Wayne, PA 19087, United States; McWilliams, J.C., Merck Research Laboratories, Department of Process Chemistry, 126 East Lincoln Avenue, Rahway, NJ 07065, United States; Secord, E.A., Merck Research Laboratories, Department of Process Chemistry, 466 Devon Park Drive, Wayne, PA 19087, United States; Mowrey, D.R., Merck Research Laboratories, Department of Process Chemistry, 466 Devon Park Drive, Wayne, PA 19087, United States; Nelson, T.D., Merck Research Laboratories, Department of Process Chemistry, 466 Devon Park Drive, Wayne, PA 19087, United States; Kress, M.H., Merck Research Laboratories, Department of Process Chemistry, 466 Devon Park Drive, Wayne, PA 19087, United States",Amides; Amines; Asymmetric; Catalysis; Homogeneous; Hydrogenation,alkene; amine; Josiphos ligand; ligand; methanol; oxime; phenethyl amide; phenethylamine; potassium carbonate; reagent; trifluoroacetamide derivative; unclassified drug; water; article; deprotection reaction; enantiomer; enantioselectivity; hydrogenation; synthesis,"Allwein, S.P.; Merck Research Laboratories, 466 Devon Park Drive, Wayne, PA 19087, United States; email: sallwein@cephalon.com",Article,Final,NA,Scopus,2-s2.0-33746587317,,IFSMS 2010,Drugs,Drugs
"Barreto R.D.L., Nascimbem L.B.L.R., Correia C.R.D.",11540664600;16507562800;7007018624;,"Synthesis of the 3-(3,4,5-trimethoxyphenyl)-pyrrolidine: A new conformationally constrained mescaline analogue",2007,Synthetic Communications,37,12,NA,2011,2018,NA,9,10.1080/00397910701356504,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250364829&doi=10.1080%2f00397910701356504&partnerID=40&md5=5dfa07b54b1dfd7262d5234c49583fa5,"Chemistry Institute, State University of Campinas (UNICAMP), Campinas, SÃ£o Paulo, Brazil; Instituto de QuÃ­mica, UNICAMP, P. O. Box 6154, Campinas, SÃ£o Paulo, 13084-971, Brazil","Barreto, R.D.L., Chemistry Institute, State University of Campinas (UNICAMP), Campinas, SÃ£o Paulo, Brazil; Nascimbem, L.B.L.R., Chemistry Institute, State University of Campinas (UNICAMP), Campinas, SÃ£o Paulo, Brazil; Correia, C.R.D., Chemistry Institute, State University of Campinas (UNICAMP), Campinas, SÃ£o Paulo, Brazil, Instituto de QuÃ­mica, UNICAMP, P. O. Box 6154, Campinas, SÃ£o Paulo, 13084-971, Brazil",3-aryl pyrrolidines; Arenediazonium tetrafluoroborates; Heck arylation; Mescaline analogues,"3 (3,4,5 trimethoxyphenyl)pyrrolidine; boric acid; carbamic acid derivative; mescaline; pyrrolidine derivative; serotonin 2 receptor; trifluoroacetic acid; unclassified drug; article; arylation; chemical reaction; conformational transition; dehydration; Heck reaction; hydrogenation; hydrogenolysis; synthesis","Correia, C.R.D.; Instituto de QuÃ­mica, P. O. Box 6154, Campinas, SÃ£o Paulo, 13084-971, Brazil; email: roque@iqm.unicamp.br",Article,Final,NA,Scopus,2-s2.0-34250364829,,IFSMS 2010,Drugs,Drugs
"Bergman Y.E., Mulder R., Perlmutter P.",7003586797;10142233200;7003500095;,Total synthesis of 20-norsalvinorin A. 1. Preparation of a key intermediate,2009,Journal of Organic Chemistry,74,6,NA,2589,2591,NA,18,10.1021/jo802623n,https://www.scopus.com/inward/record.uri?eid=2-s2.0-64149085750&doi=10.1021%2fjo802623n&partnerID=40&md5=59d758e068f2c147cc4bf95c2f095c59,"School of Chemistry, Monash University, PO Box 23, VIC 3800, Australia; CSIRO Molecular and Health Technologies, Bag 10, Clayton South, VIC 3169, Australia","Bergman, Y.E., School of Chemistry, Monash University, PO Box 23, VIC 3800, Australia; Mulder, R., CSIRO Molecular and Health Technologies, Bag 10, Clayton South, VIC 3169, Australia; Perlmutter, P., School of Chemistry, Monash University, PO Box 23, VIC 3800, Australia",NA,"3-furaldehyde; Diastereoselective; Diels-Alder reactions; Epimerization; Lewis acids; Salvinorin a; Stereo-selective; Total synthesis; Chemical reactions; 2 (furan 3 yl) 9 methoxy 6a methyl 6,6a,10a,10b tetrahydro 1h benzo[f]isochromene 7,10(2h,4h) dione; 2 (furan 3 yl) 9 methoxy 6a methyl 6,6a,8,9,10a,10b hexahydro 1h benzo[f]isochromene 7,10(2h,4h) dione; 20 norsalvinorin A; 3 furaldehyde; 9 methoxy 6a methyl 2 phenyl 6,6a,10a,10b tetrahydro 1h benzo[f]isochromene 7,10(2h,4h) dione; furfural; kappa opiate receptor agonist; Lewis acid; unclassified drug; article; chemical reaction; conformational transition; conjugate reduction; diastereoisomer; Diels Alder reaction; drug structure; drug synthesis; epimerization; reaction analysis; reduction; stereochemistry; technique; Diterpenes, Clerodane; Furaldehyde; Heterocyclic Compounds, 3-Ring; Stereoisomerism","Perlmutter, P.; School of Chemistry, PO Box 23, VIC 3800, Australia; email: patrick.perlmutter@sci.monash.edu.au",Article,Final,NA,Scopus,2-s2.0-64149085750,,IFSMS 2010,Drugs,Drugs
"Bikbulatov R.V., Stewart J., Jin W., Yan F., Roth B.L., Ferreira D., Zjawiony J.K.",36729794700;57202100111;8966384100;57198405525;7401678601;15768662100;6603822246;,Short synthesis of a novel class of salvinorin A analogs with hemiacetalic structure,2008,Tetrahedron Letters,49,6,NA,937,940,NA,7,10.1016/j.tetlet.2007.12.041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38049050761&doi=10.1016%2fj.tetlet.2007.12.041&partnerID=40&md5=37c3225fa4841bd19bab852547d40845,"Department of Phamacognosy, School of Pharmacy, University of Mississippi, University, MS 38677-1848, United States; Department of Pharmacology, School of Medicine, Division of Medicinal Chemistry and Natural Products, Chapel Hill, NC 27599, United States; National Center for Natural Products Research, Research Institute of Pharmaceutical Sciences, School of Pharmacy, University, MS 38677-1848, United States","Bikbulatov, R.V., Department of Phamacognosy, School of Pharmacy, University of Mississippi, University, MS 38677-1848, United States; Stewart, J., Department of Phamacognosy, School of Pharmacy, University of Mississippi, University, MS 38677-1848, United States; Jin, W., Department of Phamacognosy, School of Pharmacy, University of Mississippi, University, MS 38677-1848, United States; Yan, F., Department of Pharmacology, School of Medicine, Division of Medicinal Chemistry and Natural Products, Chapel Hill, NC 27599, United States; Roth, B.L., Department of Pharmacology, School of Medicine, Division of Medicinal Chemistry and Natural Products, Chapel Hill, NC 27599, United States; Ferreira, D., Department of Phamacognosy, School of Pharmacy, University of Mississippi, University, MS 38677-1848, United States, National Center for Natural Products Research, Research Institute of Pharmaceutical Sciences, School of Pharmacy, University, MS 38677-1848, United States; Zjawiony, J.K., Department of Phamacognosy, School of Pharmacy, University of Mississippi, University, MS 38677-1848, United States, National Center for Natural Products Research, Research Institute of Pharmaceutical Sciences, School of Pharmacy, University, MS 38677-1848, United States",Dual affinity; Hemiacetal; KOR ligands; Salvinorin A,kappa opiate receptor; mu opiate receptor; salvinorin A; article; carbon nuclear magnetic resonance; crystal structure; drug selectivity; drug structure; drug synthesis; epimerization; proton nuclear magnetic resonance,"Zjawiony, J.K.; Department of Phamacognosy, , University, MS 38677-1848, United States; email: jordan@olemiss.edu",Article,Final,"All Open Access, Green",Scopus,2-s2.0-38049050761,,IFSMS 2010,Drugs,Drugs
