Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"William A.D., Kobayashi Y.",36766240300;35426376100;,"Synthesis of tetrahydrocannabinols based on an indirect 1,4-addition strategy",2002,Journal of Organic Chemistry,67,25,,8771,8782,,61,10.1021/jo020457m,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037073820&doi=10.1021%2fjo020457m&partnerID=40&md5=af58ff9b074ecae89143b232d52bbcff,"Department of Biomolecular Engineering, Tokyo Institute of Technology, 4259 Nagatsuta-cho, Midori-ku, Yokohama 226-8501, Japan","William, A.D., Department of Biomolecular Engineering, Tokyo Institute of Technology, 4259 Nagatsuta-cho, Midori-ku, Yokohama 226-8501, Japan; Kobayashi, Y., Department of Biomolecular Engineering, Tokyo Institute of Technology, 4259 Nagatsuta-cho, Midori-ku, Yokohama 226-8501, Japan",,Electrophiles; Addition reactions; Quenching; Synthesis (chemical); Water; Alcohols; 2 cyclohexenone derivative; naphthalene; tetrahydrocannabinol; article; chemical structure; iodination; reaction analysis; synthesis,"Kobayashi, Y.; Dept. of Biomolecular Engineering, 4259 Nagatsuta-cho, Midori-ku, Yokohama 226-8501, Japan; email: ykobayas@bio.titech.ac.jp",Article,Final,,Scopus,2-s2.0-0037073820,,IFSMS 2004,Drugs,Drugs
"Yoshida H., Shirakawa E., Honda Y., Hiyama T.",35231963400;7004705992;18835603800;7202715758;,Addition of ureas to arynes: Straightforward synthesis of benzodiazepine and benzodiazepine derivatives,2002,Angewandte Chemie - International Edition,41,17,,3247,3249,,210,10.1002/1521-3773(20020902)41:17<3247::AID-ANIE3247>3.0.CO;2-P,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037009032&doi=10.1002%2f1521-3773%2820020902%2941%3a17%3c3247%3a%3aAID-ANIE3247%3e3.0.CO%3b2-P&partnerID=40&md5=ae8f3a8d217fcc44429536a6786e740d,"Graduate School of Materials Science, Japan Advanced Institute of Science and Technology, Tatsunokuchi, Ishikawa 923-1292, Japan; Department of Material Chemistry, Graduate School of Engineering, Kyoto University, Sakyo-ku, Kyoto 606-8501, Japan","Yoshida, H., Department of Material Chemistry, Graduate School of Engineering, Kyoto University, Sakyo-ku, Kyoto 606-8501, Japan; Shirakawa, E., Graduate School of Materials Science, Japan Advanced Institute of Science and Technology, Tatsunokuchi, Ishikawa 923-1292, Japan; Honda, Y., Department of Material Chemistry, Graduate School of Engineering, Kyoto University, Sakyo-ku, Kyoto 606-8501, Japan; Hiyama, T., Department of Material Chemistry, Graduate School of Engineering, Kyoto University, Sakyo-ku, Kyoto 606-8501, Japan",Arynes; Nitrogen heterocycles; Regioselectivity; Ureas,Addition reactions; Benzene; Derivatives; Isomers; Synthesis (chemical); Regioselectivity; Urea; benzodiazepine derivative; benzodiazocine derivative; unclassified drug; urea derivative; analytic method; article; chemical analysis; chemical reaction; derivatization; material state; reaction analysis; synthesis,"Shirakawa, E.; Graduate School of Materials Science, Asahidai, Tatsunokuchi, Ishikawa 923-1292, Japan; email: shira@jaist.ac.jp",Article,Final,,Scopus,2-s2.0-0037009032,,IFSMS 2004,Drugs,Drugs
"Ballany J., Caddy B., Cole M., Finnon Y., Aalberg L., Janhunen K., Sippola E., Andersson K., Bertler C., DahlÃ©n J., Kopp I., Dujourdy L., Lock E., Margot P., Huizer H., Poortman A., Kaa E., Lopes A.",6507921377;7004233264;7401806353;6506449792;8319821700;6507040336;6603014336;36799846300;6507027536;6701762993;7004266557;7801514294;7005050024;7004580112;6602192941;6602456268;7004626384;8319821300;,Development of a harmonised pan-European method for the profiling of amphetamines,2001,Science and Justice - Journal of the Forensic Science Society,41,3,S1355-0306(01)71889-8,193,196,,16,10.1016/S1355-0306(01)71889-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034885515&doi=10.1016%2fS1355-0306%2801%2971889-8&partnerID=40&md5=80c654e7e436f1e2f67da410eda5562c,"Forensic Science Unit, University of Strathclyde, 204 George Street, Glasgow, United Kingdom; National Bureau of Investigation, P.O. Box 285, FIN 01301, Vantaa, Finland; SKL National Laboratory of Forensic Science, SE-58194, LinkÃ¶ping, Sweden; Institut de Police Scientifique et de Criminologie, University of Lausanne, Batiment de Chimie Dorigny, CH - 1015, Lausanne, Switzerland; Netherlands Forensic Institute, Volmerlaan 17, 2288 RD Rijswijk, Netherlands; Department of Forensic Medicine, University of Aarhus, Skovagervej 2, DK 8240 Risskov, Denmark; Laboratorio de Policia Cientifica, Policia Judiciaria, Rua Gomes Freire 174, 1169 - 007, Lisbon, Portugal","Ballany, J., Forensic Science Unit, University of Strathclyde, 204 George Street, Glasgow, United Kingdom; Caddy, B., Forensic Science Unit, University of Strathclyde, 204 George Street, Glasgow, United Kingdom; Cole, M., Forensic Science Unit, University of Strathclyde, 204 George Street, Glasgow, United Kingdom; Finnon, Y., Forensic Science Unit, University of Strathclyde, 204 George Street, Glasgow, United Kingdom; Aalberg, L., National Bureau of Investigation, P.O. Box 285, FIN 01301, Vantaa, Finland; Janhunen, K., National Bureau of Investigation, P.O. Box 285, FIN 01301, Vantaa, Finland; Sippola, E., National Bureau of Investigation, P.O. Box 285, FIN 01301, Vantaa, Finland; Andersson, K., SKL National Laboratory of Forensic Science, SE-58194, LinkÃ¶ping, Sweden; Bertler, C., SKL National Laboratory of Forensic Science, SE-58194, LinkÃ¶ping, Sweden; DahlÃ©n, J., SKL National Laboratory of Forensic Science, SE-58194, LinkÃ¶ping, Sweden; Kopp, I., SKL National Laboratory of Forensic Science, SE-58194, LinkÃ¶ping, Sweden; Dujourdy, L., Institut de Police Scientifique et de Criminologie, University of Lausanne, Batiment de Chimie Dorigny, CH - 1015, Lausanne, Switzerland; Lock, E., Institut de Police Scientifique et de Criminologie, University of Lausanne, Batiment de Chimie Dorigny, CH - 1015, Lausanne, Switzerland; Margot, P., Institut de Police Scientifique et de Criminologie, University of Lausanne, Batiment de Chimie Dorigny, CH - 1015, Lausanne, Switzerland; Huizer, H., Netherlands Forensic Institute, Volmerlaan 17, 2288 RD Rijswijk, Netherlands; Poortman, A., Netherlands Forensic Institute, Volmerlaan 17, 2288 RD Rijswijk, Netherlands; Kaa, E., Department of Forensic Medicine, University of Aarhus, Skovagervej 2, DK 8240 Risskov, Denmark; Lopes, A., Laboratorio de Policia Cientifica, Policia Judiciaria, Rua Gomes Freire 174, 1169 - 007, Lisbon, Portugal",Amphetamine; Chemical impurity profiling; Forensic science; Method development,amphetamine derivative; analytical error; conference paper; drug traffic; gas chromatography; liquid liquid extraction; solid phase extraction; technique,"Cole, M.; Forensic Science Unit, 204 George Street, Glasgow, United Kingdom",Conference Paper,Final,,Scopus,2-s2.0-0034885515,,IFSMS 2004,Drugs,Drugs
"Blachut D., Czarnocki Z., Wojtasiewicz K.",6506443497;7003426311;6601952741;,Î±-phenylethylamine in illegally produced amphetamine,2001,Forensic Science International,123,2--3,,182,190,,15,10.1016/S0379-0738(01)00548-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035584035&doi=10.1016%2fS0379-0738%2801%2900548-5&partnerID=40&md5=b083010596bcaba3e93d771c681ce397,"Department of Criminalistics, Office of State Protection, 1 Sierpnia 30A, 02-134 Warsaw, Poland; Department of Chemistry, University of Warsaw, Pasteura 1, 02-093 Warsaw, Poland","Blachut, D., Department of Criminalistics, Office of State Protection, 1 Sierpnia 30A, 02-134 Warsaw, Poland; Czarnocki, Z., Department of Chemistry, University of Warsaw, Pasteura 1, 02-093 Warsaw, Poland; Wojtasiewicz, K., Department of Chemistry, University of Warsaw, Pasteura 1, 02-093 Warsaw, Poland",Î±-Phenylethylamine; Fourier transform infrared spectrometry; Mass spectrometry,"acetophenone; alpha methylbenzylamine; amphetamine; benzylmethylketone; ketone derivative; unclassified drug; analytic method; article; carbon nuclear magnetic resonance; drug impurity; drug manufacture; drug structure; drug synthesis; drug traffic; gas chromatography; infrared spectroscopy; mass spectrometry; priority journal; proton nuclear magnetic resonance; reaction analysis; structure analysis; Amphetamines; Chromatography, Gas; Drug Contamination; Gas Chromatography-Mass Spectrometry; Phenethylamines; Spectrophotometry, Infrared; Street Drugs","Blachut, D.; Department of Criminalistics, 1 Sierpnia 30A, 02-134 Warsaw, Poland",Article,Final,,Scopus,2-s2.0-0035584035,,IFSMS 2004,Drugs,Drugs
"Carter J.F., Titterton E.L., Grant H., Sleeman R.",7403988730;6507502514;7005379174;6602770698;,Isotopic changes during the synthesis of amphetamines,2002,Chemical Communications,,21,,2590,2591,,29,10.1039/b207775b,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036974725&doi=10.1039%2fb207775b&partnerID=40&md5=c72f85e530a4c81a3ef0f48c8dcdc8fc,"Organic and Biological Section, School of Chemistry, University of Bristol, Cantock's Close, Bristol BS8 1TS, United Kingdom; Mass Spec Analytical Limited, Building 20F, Golf Course Lane, Bristol BS99 7AR, United Kingdom; Centre for Ecology and Hydrology, Merlewood Research Station, Grange-over-Sands, Cumbria LA11 6JU, United Kingdom","Carter, J.F., Organic and Biological Section, School of Chemistry, University of Bristol, Cantock's Close, Bristol BS8 1TS, United Kingdom; Titterton, E.L., Mass Spec Analytical Limited, Building 20F, Golf Course Lane, Bristol BS99 7AR, United Kingdom; Grant, H., Centre for Ecology and Hydrology, Merlewood Research Station, Grange-over-Sands, Cumbria LA11 6JU, United Kingdom; Sleeman, R., Mass Spec Analytical Limited, Building 20F, Golf Course Lane, Bristol BS99 7AR, United Kingdom",,"3,4 methylenedioxymethamphetamine; amphetamine derivative; carbon; illicit drug; isotope; methamphetamine; methylamine; nitrogen; amination; article; drug degradation; drug oxidation; drug purification; drug synthesis; gas chromatography; mass spectrometry; proton nuclear magnetic resonance; validation process","Carter, J.F.; Organic and Biological Section, , Cantock's Close, Bristol BS8 1TS, United Kingdom; email: jim.carter@bristol.ac.uk",Article,Final,,Scopus,2-s2.0-0036974725,,IFSMS 2004,Drugs,Drugs
"Krawczyk W., Parczewski A.",37024279200;6603939834;,Application of chemometric methods in searching for illicit Leuckart amphetamine sources,2001,Analytica Chimica Acta,446,1--2,,107,114,,22,10.1016/S0003-2670(01)01273-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035914568&doi=10.1016%2fS0003-2670%2801%2901273-9&partnerID=40&md5=27441bcb1a3816e4464cfd611a7acece,"Central Forensic Laboratory of Police, Al. Ujazdowskie 7, 00-583 Warsaw, Poland; Faculty of Chemistry, Jagiellonian University, Ul. Ingardena 3, 30-060 Cracow, Poland","Krawczyk, W., Central Forensic Laboratory of Police, Al. Ujazdowskie 7, 00-583 Warsaw, Poland; Parczewski, A., Faculty of Chemistry, Jagiellonian University, Ul. Ingardena 3, 30-060 Cracow, Poland",Cluster analysis; Correlation coefficient; Forensic research; Illicit amphetamine; Impurities profile; Principal component analysis,amphetamine; illicit drug; chemical structure; chemometric analysis; cluster analysis; conference paper; drug traffic; gas chromatography; laboratory; police; principal component analysis; priority journal; sample; statistical analysis,"Krawczyk, W.; Ctrl. Forensic Laboratory of Police, Al. Ujazdowskie 7, 00-583 Warsaw, Poland; email: clkchem@kgp.waw.pl",Conference Paper,Final,,Scopus,2-s2.0-0035914568,,IFSMS 2004,Drugs,Drugs
"Ottaviano V., Furnari C., Rosati F.",6506921739;6603162612;7004371018;,Identification of di(Î²-phenylisopropyl)amine as the main ingredient in illicit amphetamine tablets,2002,Annali dell'Istituto Superiore di Sanita,38,3,,331,335,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036958698&partnerID=40&md5=67dc4db4a53238e16b46fa3d0f19d698,"Dipartimento di Sanita Pubblica, Laboratorio di Tossicologia Forense, Universita degli Studi Tor Vergata, Via Montpellier 1, 00133 Rome, Italy","Ottaviano, V., Dipartimento di Sanita Pubblica, Laboratorio di Tossicologia Forense, Universita degli Studi Tor Vergata, Via Montpellier 1, 00133 Rome, Italy; Furnari, C., Dipartimento di Sanita Pubblica, Laboratorio di Tossicologia Forense, Universita degli Studi Tor Vergata, Via Montpellier 1, 00133 Rome, Italy; Rosati, F., Dipartimento di Sanita Pubblica, Laboratorio di Tossicologia Forense, Universita degli Studi Tor Vergata, Via Montpellier 1, 00133 Rome, Italy",Amphetamines; Designer-drugs; di(Î²-phenylisopropyl)amine; GC-MS; NMR,amphetamine; bis(alpha methylphenethyl)amine; caffeine; designer drug; illicit drug; propylamine; unclassified drug; chemical structure; chromatography; conference paper; drug identification; drug metabolism; drug structure; drug traffic; drug transformation; gas chromatography; Italy; mass spectrometry; nuclear magnetic resonance spectroscopy; tablet; ultraviolet spectroscopy; Amphetamines; Street Drugs; Tablets,"Furnari, C.; Dipartimento di Sanita Pubblica, Via Montpellier 1, 00133 Rome, Italy; email: furnari@med.uniroma2.it",Conference Paper,Final,,Scopus,2-s2.0-0036958698,,IFSMS 2004,Drugs,Drugs
"Chiarotti M., Marsili R., Moreda-PiÃ±eiro A.",7003583801;57194908247;7004280422;,Gas chromatographic-mass spectrometric analysis of residual solvent trapped into illicit cocaine exhibits using head-space solid-phase microextraction,2002,Journal of Chromatography B: Analytical Technologies in the Biomedical and Life Sciences,772,2,,249,256,,31,10.1016/S1570-0232(02)00109-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037024126&doi=10.1016%2fS1570-0232%2802%2900109-5&partnerID=40&md5=5ec194a31a437648806559ba143a7a2d,"Institute of Legal Medicine, Catholic University, L. go F.Vito 1, 00168 Rome, Italy; Department of Analytical Chemistry, Nutrition and Bromatology, Faculty of Chemistry, University of Santiago de Compostela, Santiago de Compostela, Spain","Chiarotti, M., Institute of Legal Medicine, Catholic University, L. go F.Vito 1, 00168 Rome, Italy; Marsili, R., Institute of Legal Medicine, Catholic University, L. go F.Vito 1, 00168 Rome, Italy; Moreda-PiÃ±eiro, A., Institute of Legal Medicine, Catholic University, L. go F.Vito 1, 00168 Rome, Italy, Department of Analytical Chemistry, Nutrition and Bromatology, Faculty of Chemistry, University of Santiago de Compostela, Santiago de Compostela, Spain",Cocaine,"Chemical analysis; Drug products; Gas chromatography; Mass spectrometry; Statistical methods; Cocaine samples; Biomedical engineering; 1,2,3 trimethylbenzene; 13 dimethylbenzene; 2 butanone; 2 butoxyethanol; 2 propanol; 4 methyl 2 pentanone; acetic acid ethyl ester; acetone; acetophenone; alcohol; benzene; chloroform; cocaine; cyclohexane; decane; dichloromethane; ether; ethylbenzene; hexane; methanol; pentane; toluene; unclassified drug; valeric acid; volatile organic compound; accuracy; article; gas chromatography; mass spectrometry; priority journal; qualitative analysis; quantitative analysis; solid phase microextraction; statistical analysis; validation process; Cocaine; Gas Chromatography-Mass Spectrometry; Reproducibility of Results; Solvents; Street Drugs",NA,Article,Final,,Scopus,2-s2.0-0037024126,,IFSMS 2004,Drugs,Drugs
"Galimov E.M., Sevast'yanov V.S., Kul'bachevskaya E.V., Golyavin A.A.",55390643100;7004969756;6507767531;7801319085;,Determination of isotopic compositions of carbon and nitrogen by the IRMS method: Implication for the source of narcotic substance origin,2003,Doklady Earth Sciences,393,8,,1109,1112,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347657263&partnerID=40&md5=8d7f52f6dd04959ed749f420a5468c27,"Vernadsky Inst. Geochem./Analytical, Russian Academy of Sciences, Ul. Kosygina 19, Moscow 119991, Russian Federation","Galimov, E.M., Vernadsky Inst. Geochem./Analytical, Russian Academy of Sciences, Ul. Kosygina 19, Moscow 119991, Russian Federation; Sevast'yanov, V.S., Vernadsky Inst. Geochem./Analytical, Russian Academy of Sciences, Ul. Kosygina 19, Moscow 119991, Russian Federation; Kul'bachevskaya, E.V., Vernadsky Inst. Geochem./Analytical, Russian Academy of Sciences, Ul. Kosygina 19, Moscow 119991, Russian Federation; Golyavin, A.A., Vernadsky Inst. Geochem./Analytical, Russian Academy of Sciences, Ul. Kosygina 19, Moscow 119991, Russian Federation",,drugs trade; mass spectrometry; organic geochemistry; provenance,"Galimov, E.M.; Vernadsky Inst. Geochem./Analytical, Ul. Kosygina 19, Moscow 119991, Russian Federation",Article,Final,,Scopus,2-s2.0-0347657263,,IFSMS 2004,Drugs,Drugs
"Sato M., Hida M., Nagase H.",55725134600;7102536628;7201947161;,Analysis of pyrolysis products of dimethylamphetamine,2001,Journal of Analytical Toxicology,25,5,,304,309,,17,10.1093/jat/25.5.304,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034958274&doi=10.1093%2fjat%2f25.5.304&partnerID=40&md5=7ddcd0fae5e81e7e6193672052891eab,"Scientific Investigation Research Laboratory, Aichi Prefectural Police H.Q., 2-1-1 Sannomaru, Naka-ku, Nagoya 460-8502, Japan; Gifu Pharmaceutical University, 5-6-1 Mitahora-higashi, Gifu 502-8585, Japan","Sato, M., Scientific Investigation Research Laboratory, Aichi Prefectural Police H.Q., 2-1-1 Sannomaru, Naka-ku, Nagoya 460-8502, Japan; Hida, M., Scientific Investigation Research Laboratory, Aichi Prefectural Police H.Q., 2-1-1 Sannomaru, Naka-ku, Nagoya 460-8502, Japan; Nagase, H., Gifu Pharmaceutical University, 5-6-1 Mitahora-higashi, Gifu 502-8585, Japan",,amphetamine; deuterium; dimetamfetamine; methamphetamine; methyl chloride; article; chemical analysis; gas chromatography; liquid chromatography; mass spectrometry; pyrolysis,"Sato, M.; Scientific Investig. Res. Laboratory, 2-1-1 Sannomaru, Naka-ku, Nagoya 460-8502, Japan",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-0034958274,,IFSMS 2004,Drugs,Drugs
"Bora T., Merdivan M., Hamamci C.",6701785089;6701534968;6602610677;,Levels of trace and major elements in illicit heroin,2002,Journal of Forensic Sciences,47,5,,959,963,,38,10.1520/jfs15501j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036379905&doi=10.1520%2fjfs15501j&partnerID=40&md5=9691b2c35915bce5477c236de02317b3,"Dicle University, Science and Art Faculty, Chemistry Department, 21280 Diyarbakir, Turkey","Bora, T., Dicle University, Science and Art Faculty, Chemistry Department, 21280 Diyarbakir, Turkey; Merdivan, M., Dicle University, Science and Art Faculty, Chemistry Department, 21280 Diyarbakir, Turkey; Hamamci, C., Dicle University, Science and Art Faculty, Chemistry Department, 21280 Diyarbakir, Turkey",Absorption/emission spectrometry; Contamination; Element; Forensic science; Heroin; Impurity profiling,aluminum; barium; cadmium; calcium; copper; diamorphine; illicit drug; iron; lead; magnesium; manganese; trace element; zinc; article; atomic absorption spectrometry; chemical analysis; drug abuse; drug dependence; forensic science; heroin dependence; principal component analysis; priority journal; Turkey (republic),"Hamamci, C.; Dicle University, , 21280 Diyarbakir, Turkey",Article,Final,,Scopus,2-s2.0-0036379905,,IFSMS 2004,Drugs,Drugs
"Dams R., Benijts T., Lambert W.E, Massart D.L, De Leenheer A.P.",57213251406;6603487504;56219494200;35473278300;7101848241;,Heroin impurity profiling: Trends throughout a decade of experimenting,2001,Forensic Science International,123,2--3,,81,88,,51,10.1016/S0379-0738(01)00541-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035582247&doi=10.1016%2fS0379-0738%2801%2900541-2&partnerID=40&md5=c80a6e221ab42790e95e6099ce444ad3,"Laboratorium voor Toxicologie, Universiteit Gent, Harelbekestraat 72, B-9000 Gent, Belgium; Laboratorium voor Farmaceutische en Biomedische Analyse, Vrije Universiteit Brussel, Laarbeeklaan 103, B-1090 Brussel, Belgium","Dams, R., Laboratorium voor Toxicologie, Universiteit Gent, Harelbekestraat 72, B-9000 Gent, Belgium; Benijts, T., Laboratorium voor Toxicologie, Universiteit Gent, Harelbekestraat 72, B-9000 Gent, Belgium; Lambert, W.E, Laboratorium voor Toxicologie, Universiteit Gent, Harelbekestraat 72, B-9000 Gent, Belgium; Massart, D.L, Laboratorium voor Farmaceutische en Biomedische Analyse, Vrije Universiteit Brussel, Laarbeeklaan 103, B-1090 Brussel, Belgium; De Leenheer, A.P, Laboratorium voor Toxicologie, Universiteit Gent, Harelbekestraat 72, B-9000 Gent, Belgium",Comparative analysis; Heroin; Impurity profile; Review,"cocaine; opiate; analytic method; atomic absorption spectrometry; atomic emission spectrometry; capillary gas chromatography; chemometrics; drug abuse; drug traffic; extraction; high performance liquid chromatography; law enforcement; micellar electrokinetic chromatography; Papaver somniferum; priority journal; review; synthesis; thin layer chromatography; United Nations; Chemistry, Analytical; Drug Contamination; Heroin; Narcotics; Street Drugs","De Leenheer, A.P.; Laboratorium voor Toxicologie, Harelbekestraat 72, B-9000 Gent, Belgium; email: andre.deleenheer@rug.ac.be",Review,Final,,Scopus,2-s2.0-0035582247,,IFSMS 2004,Drugs,Drugs
"Dams R., Benijts T., GÃ¼nther W., Lambert W., De Leenheer A.",57213251406;6603487504;7101787606;56219494200;7101848241;,Sonic spray ionization technology: Performance study and application to a LC/MS analysis on a monolithic silica column for heroin impurity profiling,2002,Analytical Chemistry,74,13,,3206,3212,,33,10.1021/ac0112824,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036646511&doi=10.1021%2fac0112824&partnerID=40&md5=7f5af9bab7cf01f2c6a033beaab8f8c8,"Laboratorium voor Toxicologie, Universiteit Gent, Harelbekestraat 72, B-9000 Gent, Belgium; Merck KGaA, Frankfurter Strasse 250, D-64293 Darmstadt, Germany","Dams, R., Laboratorium voor Toxicologie, Universiteit Gent, Harelbekestraat 72, B-9000 Gent, Belgium; Benijts, T., Laboratorium voor Toxicologie, Universiteit Gent, Harelbekestraat 72, B-9000 Gent, Belgium; GÃ¼nther, W., Merck KGaA, Frankfurter Strasse 250, D-64293 Darmstadt, Germany; Lambert, W., Laboratorium voor Toxicologie, Universiteit Gent, Harelbekestraat 72, B-9000 Gent, Belgium; De Leenheer, A., Laboratorium voor Toxicologie, Universiteit Gent, Harelbekestraat 72, B-9000 Gent, Belgium",,"Spray ionization; Ion sources; Liquid chromatography; Mass spectrometry; Separation; Solvents; Spraying; Ionization; acid; buffer; diamorphine; organic compound; silicon dioxide; solvent; volatile agent; accuracy; apparatus; article; atmospheric pressure; device; elution; evaluation; ionization; liquid chromatography; mass spectrometer; mass spectrometry; performance; signal detection; validation process; Calibration; Chromatography, Liquid; Drug Contamination; Heroin; Indicators and Reagents; Mass Spectrometry; Narcotics; Reference Standards; Solutions","De Leenheer, A.; Laboratorium voor Toxicologie, Harelbekestraat 72, B-9000 Gent, Belgium; email: Andre.DeLeenheer@rug.ac.be",Article,Final,,Scopus,2-s2.0-0036646511,,IFSMS 2004,Drugs,Drugs
"Dujourdy L., Barbati G., Taroni F., GuÃ©niat O., Esseiva P., Anglada F., Margot P.",7801514294;8888542500;57203030918;6506195979;8660271000;6507460061;7004580112;,Evaluation of links in heroin seizures,2003,Forensic Science International,131,2--3,,171,183,,26,10.1016/S0379-0738(02)00432-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037469254&doi=10.1016%2fS0379-0738%2802%2900432-2&partnerID=40&md5=ec70073db7af1a69c5b43fddd725ac8e,"Inst. Police Sci. et de Criminologie, University of Lausanne, BCH, 1015 Lausanne-Dorigny, Switzerland; Inst. de MÃ©d. LÃ©gale, University of Lausanne, Rue du Bugnon 21, 1005 Lausanne, Switzerland; Police Cantonale NeuchÃ¢teloise, PoudriÃ¨res 14, 2006 NeuchÃ¢tel, Switzerland","Dujourdy, L., Inst. Police Sci. et de Criminologie, University of Lausanne, BCH, 1015 Lausanne-Dorigny, Switzerland; Barbati, G., Inst. Police Sci. et de Criminologie, University of Lausanne, BCH, 1015 Lausanne-Dorigny, Switzerland; Taroni, F., Inst. Police Sci. et de Criminologie, University of Lausanne, BCH, 1015 Lausanne-Dorigny, Switzerland, Inst. de MÃ©d. LÃ©gale, University of Lausanne, Rue du Bugnon 21, 1005 Lausanne, Switzerland; GuÃ©niat, O., Police Cantonale NeuchÃ¢teloise, PoudriÃ¨res 14, 2006 NeuchÃ¢tel, Switzerland; Esseiva, P., Inst. Police Sci. et de Criminologie, University of Lausanne, BCH, 1015 Lausanne-Dorigny, Switzerland; Anglada, F., Inst. Police Sci. et de Criminologie, University of Lausanne, BCH, 1015 Lausanne-Dorigny, Switzerland; Margot, P., Inst. Police Sci. et de Criminologie, University of Lausanne, BCH, 1015 Lausanne-Dorigny, Switzerland",Bayes' theorem; Cosine function modelling; Diacetylmorphine; Drug profiling; Evidence evaluation; Likelihood ratio,diamorphine; Bayes theorem; chromatography; evaluation; priority journal; review; simulation; validation process,"Dujourdy, L.; Inst. Police Sci. et de Criminologie, , 1015 Lausanne-Dorigny, Switzerland; email: laurence.dujourdy@ipsc.unil.ch",Article,Final,,Scopus,2-s2.0-0037469254,,IFSMS 2004,Drugs,Drugs
"Esseiva P., Dujourdy L., Anglada F., Taroni F., Margot P.",8660271000;7801514294;6507460061;57203030918;7004580112;,A methodology for illicit heroin seizures comparison in a drug intelligence perspective using large databases,2003,Forensic Science International,132,2,,139,152,,80,10.1016/S0379-0738(03)00010-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037468926&doi=10.1016%2fS0379-0738%2803%2900010-0&partnerID=40&md5=109390d34a659b5af927b95ed1165ee8,"Inst. de Police Sci./de Criminologie, University of Lausanne, BCH, 1015 Lausanne-Dorigny, VD, Switzerland","Esseiva, P., Inst. de Police Sci./de Criminologie, University of Lausanne, BCH, 1015 Lausanne-Dorigny, VD, Switzerland; Dujourdy, L., Inst. de Police Sci./de Criminologie, University of Lausanne, BCH, 1015 Lausanne-Dorigny, VD, Switzerland; Anglada, F., Inst. de Police Sci./de Criminologie, University of Lausanne, BCH, 1015 Lausanne-Dorigny, VD, Switzerland; Taroni, F., Inst. de Police Sci./de Criminologie, University of Lausanne, BCH, 1015 Lausanne-Dorigny, VD, Switzerland; Margot, P., Inst. de Police Sci./de Criminologie, University of Lausanne, BCH, 1015 Lausanne-Dorigny, VD, Switzerland",Comparison; Cosine function modelling; Diacetylmorphine; Diamorphine; Drug profiling; Pattern recognition,diamorphine; illicit drug; article; Bayes theorem; calculation; correlation analysis; correlation coefficient; data base; drug determination; gas chromatography; intermethod comparison; methodology; priority journal; technique,"Esseiva, P.; Inst. de Police Sci./de Criminologie, , 1015 Lausanne-Dorigny, VD, Switzerland; email: pierre.esseiva@ipsc.unil.ch",Article,Final,,Scopus,2-s2.0-0037468926,,IFSMS 2004,Drugs,Drugs
"Hajdar M., Ruzdic E.",,[No title available],2003,J. Environ. Protect. Ecol.,4,4,,873,880,,3,,,,,,,,,,,,2-s2.0-20544432209,,IFSMS 2004,Drugs,Drugs
