Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Mas F., Beemsterboer B., Veltkamp A.C., Verweij A.M.A.",35567857000;6507121459;6603885654;7006938800;,"Determination of 'common-batch' members in a set of confiscated 3,4-(methylendioxy)-methylamphetamine samples by measuring the natural isotope abundances: a preliminary study",1995,Forensic Science International,71,3,NA,225,231,NA,51,10.1016/0379-0738(94)01670-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028901504&doi=10.1016%2f0379-0738%2894%2901670-4&partnerID=40&md5=bfb967be11adb2b40f44d154cbfdf2e1,"Netherlands Energy Research Foundation (ECN), Postbox 1, 1755 ZG Petten, Netherlands; Forensic Science Laboratory, the Ministry of Justice, Volmerlaan 17, 2288 GD Rijswijk, Netherlands","Mas, F., Netherlands Energy Research Foundation (ECN), Postbox 1, 1755 ZG Petten, Netherlands; Beemsterboer, B., Netherlands Energy Research Foundation (ECN), Postbox 1, 1755 ZG Petten, Netherlands; Veltkamp, A.C., Netherlands Energy Research Foundation (ECN), Postbox 1, 1755 ZG Petten, Netherlands; Verweij, A.M.A., Forensic Science Laboratory, the Ministry of Justice, Volmerlaan 17, 2288 GD Rijswijk, Netherlands","3,4-(Methylenedioxy)methylamphetamine; Amphetamine; Designer drugs; Discrimination of batches; Drugs analysis; Natural isotopic abundances measurement","3,4 methylenedioxymethamphetamine; carbon; designer drug; illicit drug; isotope; nitrogen; article; drug analysis; drug determination; gas chromatography; mass spectrometry; priority journal","Mas, F.; Netherlands Energy Research Foundation (ECN), Postbox 1, 1755 ZG Petten, Netherlands",Article,Final,NA,Scopus,2-s2.0-0028901504,,IFSMS 1995,Drugs,Drugs
"Remberg B., Krenn L., Kopp B., Buchbauer G., Nikiforov A.",6603272116;7004719974;7004691489;7005853805;7202140453;,Principal component analysis (PCA) of opium alkaloid contents for origin determination,1994,Pharmazie,49,10,NA,766,768,NA,13,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027948331&partnerID=40&md5=4ae793aebfaca8f62d641f23daacf663,"Inst. of Pharmaceutical Chemistry, University of Vienna, Wahringer Strasse 10, A-1090 Vienna, Austria","Remberg, B., Inst. of Pharmaceutical Chemistry, University of Vienna, Wahringer Strasse 10, A-1090 Vienna, Austria; Krenn, L., Inst. of Pharmaceutical Chemistry, University of Vienna, Wahringer Strasse 10, A-1090 Vienna, Austria; Kopp, B., Inst. of Pharmaceutical Chemistry, University of Vienna, Wahringer Strasse 10, A-1090 Vienna, Austria; Buchbauer, G., Inst. of Pharmaceutical Chemistry, University of Vienna, Wahringer Strasse 10, A-1090 Vienna, Austria; Nikiforov, A., Inst. of Pharmaceutical Chemistry, University of Vienna, Wahringer Strasse 10, A-1090 Vienna, Austria",NA,codeine; morphine; noscapine; opiate; papaverine; thebaine; article; drug quality; geography; high performance liquid chromatography; multivariate analysis; plant,"Remberg, B.; Inst. of Pharmaceutical Chemistry, Wahringer Strasse 10, A-1090 Vienna, Austria",Article,Final,NA,Scopus,2-s2.0-0027948331,,IFSMS 1995,Drugs,Drugs
"Franzosa E.S., Harper C.W.",,The Logo Index for Tablets and Capsules,1995,U.S. Department of Justice. Drue Enforcement Administration,,,,,,,,,,"U.S. Drug Enforcement Administration, Special Testing and Research Laboratory, McLean, VA, United States","Franzosa E.S., U.S. Drug Enforcement Administration, Special Testing and Research Laboratory, McLean, VA, United States; Harper C.W., U.S. Drug Enforcement Administration, Special Testing and Research Laboratory, McLean, VA, United States",,,,,,,,,,IFSMS 1995,Drugs,Drugs
Perkal M.,,Illicit Drug Logos,1995,Personal Communication,,,,,,,,,,"Victoria Forensic Science Centre, Victoria, Australia","Perkal M., Victoria Forensic Science Centre, Victoria, Australia",,,,,,,,,,IFSMS 1995,Drugs,Drugs
"Noggle F.T., Clark C.R., DeRuiter J.",NA,GC-MS and liquid chromatographic analysis of amphetamine and amphetamine-type products formed in the reaction of arylpropenes with acetonitrile and sulphuric acid,1995,Microgram,28,1,NA,12,26,NA,1,NA,NA,NA,"Noggle, F.T.; Clark, C.R.; DeRuiter, J.",NA,NA,NA,NA,Final,NA,Scopus,2-s2.0-85075756532,,IFSMS 1995,Drugs,Drugs
"Noggle F.T., DeRuiter J., Clark C.R.",,GC-MS analysis of products by-products and impurities in the synthesis of amphetamine from 1-phenyl-2-nitropropene,1994,Microgram,27,,,153,,,,,,,,,,,,,,,,,IFSMS 1995,Drugs,Drugs
"De Ruiter J., Clark C.R., Noggle F.T.",56969426200;7403546736;7004439908;,Gas chromatographic and mass spectral analysis of amphetamine products synthesized from 1-phenyl-2-nitropropene,1994,Journal of Chromatographic Science,32,11,NA,511,519,NA,10,10.1093/chromsci/32.11.511,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028550761&doi=10.1093%2fchromsci%2f32.11.511&partnerID=40&md5=8d2ed7f7bd342cf9d348e992145998d7,"Department of Pharmacal Sciences, School of Pharmacy, Auburn University, Auburn, AL, 36849, United States; Alabama Department of Forensic Sciences, Wire Road, Auburn, AL, 36831, United States","De Ruiter, J., Department of Pharmacal Sciences, School of Pharmacy, Auburn University, Auburn, AL, 36849, United States; Clark, C.R., Department of Pharmacal Sciences, School of Pharmacy, Auburn University, Auburn, AL, 36849, United States; Noggle, F.T., Alabama Department of Forensic Sciences, Wire Road, Auburn, AL, 36831, United States",NA,Amphetamines; Phenylnitropropenes; Catalysts; Gas chromatography; Mass spectrometry; Organic compounds; Synthesis (chemical); Drug products,"Clark, C.R.; Department of Pharmacal Sciences, , Auburn, AL, 36849, United States",Article,Final,NA,Scopus,2-s2.0-0028550761,,IFSMS 1995,Drugs,Drugs
"Forbes I.J., Kirkbride K.P.",36869184600;56337473100;,The origin of alkenes in illicit amphetamine: An examination of the illicit synthesis of phenyl-2-propanone,1992,Journal of Forensic Sciences,37,5,NA,1311,1318,NA,10,10.1520/jfs13318j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026702292&doi=10.1520%2fjfs13318j&partnerID=40&md5=049a74eeedc18ff4b72547927b737148,"S. Australia State Forensic Science, 21 Divett Place, Adelaide, SA 5000, Australia","Forbes, I.J., S. Australia State Forensic Science, 21 Divett Place, Adelaide, SA 5000, Australia; Kirkbride, K.P., S. Australia State Forensic Science, 21 Divett Place, Adelaide, SA 5000, Australia",alkenes; amphetamine; gas chromatography-mass spectrometry; illicit synthesis; synthetic impurities; toxicology,alkene; amphetamine; illicit drug; phenylacetic acid derivative; article; chemical structure; decarboxylation; drug synthesis; gas chromatography; mass spectrometry; priority journal; toxicology,"Kirkbride, K.P.; S. Australia State Forensic Science, 21 Divett Place, Adelaide, SA 5000, Australia",Article,Final,NA,Scopus,2-s2.0-0026702292,,IFSMS 1995,Drugs,Drugs
"Moore J.M., Casale J.F., Hays P.A., Klein R.F.X., Cooper D.A.",7405246099;7004165743;7005871863;7404357818;7404354932;,"Hygrine, bona fide alkaloid or artifact: its chemical reduction, novel di-heptafluorobutyrylation and sensitive detection in South American coca leaves using capillary gas chromatography-electron capture detection",1995,Journal of Chromatography A,704,2,NA,483,494,NA,6,10.1016/0021-9673(95)00219-D,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028978595&doi=10.1016%2f0021-9673%2895%2900219-D&partnerID=40&md5=fcbf5edc8bf2ebded9978f024c3e83b9,"Special Testing and Research Laboratory, United States Drug Enforcement Administration, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States","Moore, J.M., Special Testing and Research Laboratory, United States Drug Enforcement Administration, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Casale, J.F., Special Testing and Research Laboratory, United States Drug Enforcement Administration, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Hays, P.A., Special Testing and Research Laboratory, United States Drug Enforcement Administration, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Klein, R.F.X., Special Testing and Research Laboratory, United States Drug Enforcement Administration, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Cooper, D.A., Special Testing and Research Laboratory, United States Drug Enforcement Administration, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States",NA,Erythroxylum coca; Erythroxylum; alkaloid; article; coca; derivatization; drug analysis; drug development; electron capture detection; gas chromatography; hygiene; mass spectrometry; methodology; nuclear magnetic resonance; phytochemistry; priority journal; quantitative assay,"Moore, J.M.; Special Testing and Research Laboratory, United States Drug Enforcement Administration, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States",Article,Final,NA,Scopus,2-s2.0-0028978595,,IFSMS 1995,Drugs,Drugs
"Casale J.F., Moore J.M., Cooper D.A.",7004165743;7405246099;7404354932;,Novel chlorinated tropanes derived from the treatment of cocaine with sodium hypochlorite,1995,Journal of Forensic Sciences,40,5,NA,816,822,NA,6,10.1520/jfs15391j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028809569&doi=10.1520%2fjfs15391j&partnerID=40&md5=6a6050b67ea9724a8d32482930520223,"Special Testing/Research Laboratory, U.S. DEA, 7704 Old Springhouse Rd., Mc Lean, VA 22102-3494, United States","Casale, J.F., Special Testing/Research Laboratory, U.S. DEA, 7704 Old Springhouse Rd., Mc Lean, VA 22102-3494, United States; Moore, J.M., Special Testing/Research Laboratory, U.S. DEA, 7704 Old Springhouse Rd., Mc Lean, VA 22102-3494, United States; Cooper, D.A., Special Testing/Research Laboratory, U.S. DEA, 7704 Old Springhouse Rd., Mc Lean, VA 22102-3494, United States",chlorococaine; coca alkaloids; cocaine; criminalistics; gas chromatography; mass spectrometry,2' chlorococaine; 3' chlorococaine; 6 chlorococaine; 7 chlorococaine; cocaine; hypochlorite sodium; illicit drug; n (chlorobenzoyl)norecgonine methyl ester; tropane derivative; unclassified drug; capillary gas chromatography; conference paper; drug analysis; drug oxidation; drug structure; drug synthesis; mass spectrometry; priority journal,"Casale, J.F.; Special Testing/Research Laboratory, 7704 Old Springhouse Rd., Mc Lean, VA 22102-3494, United States",Conference Paper,Final,NA,Scopus,2-s2.0-0028809569,,IFSMS 1995,Drugs,Drugs
"Kumar A., Kiser W.O.",57198891703;7005413127;,Identification and quantitation of norcocaine in illicit cocaine samples,1995,Journal of Forensic Sciences,40,3,NA,464,466,NA,3,10.1520/jfs13805j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029041605&doi=10.1520%2fjfs13805j&partnerID=40&md5=563742fa501599310189a412f78a6392,"DEA Southeast Regional Lab, 5205 NW 84th Ave., Miami, FL 33166, United States","Kumar, A., DEA Southeast Regional Lab, 5205 NW 84th Ave., Miami, FL 33166, United States; Kiser, W.O., DEA Southeast Regional Lab, 5205 NW 84th Ave., Miami, FL 33166, United States",criminalistics; gas chromatography; impurity; norcocaine,cinnamoylcocaine; cocaine; cocaine derivative; illicit drug; norcocaine; unclassified drug; article; drug identification; gas chromatography; mass spectrometry; priority journal,"Kumar, A.; DEA Southeast Regional Lab, 5205 NW 84th Ave., Miami, FL 33166, United States",Article,Final,NA,Scopus,2-s2.0-0029041605,,IFSMS 1995,Drugs,Drugs
"Casale J.F., Moore J.M.",7004165743;7405246099;,"3',4',5'-trimethoxy-substituted analogs of cocaine, cis-/trans- cinnamoylcocaine and tropacocaine: Characterization and quantitation of new alkaloids in coca leaf, coca paste and refined illicit cocaine",1994,Journal of Forensic Sciences,39,2,NA,462,472,NA,22,10.1520/jfs13617j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028672222&doi=10.1520%2fjfs13617j&partnerID=40&md5=90f7d9bd1100b8c3ddc5963e09a61c32,"DEA Special Testing Lab, 7704 Old Springhouse Rd., McLean, VA 22102, United States","Casale, J.F., DEA Special Testing Lab, 7704 Old Springhouse Rd., McLean, VA 22102, United States; Moore, J.M., DEA Special Testing Lab, 7704 Old Springhouse Rd., McLean, VA 22102, United States",chromatographic analyses; coca alkaloids; cocaine impurities; criminalistics; gas chromatography; illicit cocaine,cocaine; cocaine derivative; illicit drug; pseudotropine benzoate; article; capillary gas chromatography; drug determination; drug isolation; plant leaf; priority journal,"Casale, J.F.; DEA Special Testing Lab, 7704 Old Springhouse Rd., McLean, VA 22102, United States",Article,Final,NA,Scopus,2-s2.0-0028672222,,IFSMS 1995,Drugs,Drugs
"Casale J.F., Moore J.M.",7004165743;7405246099;,An inâ€depth analysis of pharmaceutical cocaine: Cocaethylene and other impurities,1994,Journal of Pharmaceutical Sciences,83,8,NA,1186,1186,NA,13,10.1002/jps.2600830822,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028023735&doi=10.1002%2fjps.2600830822&partnerID=40&md5=92b702e5f103bf979f287ebce7f4cea4,"Special Testing and Research Laboratory, U.S. Drug Enforcement Administration, 7704 Old Springhouse Road Mclean, Virginia, 22102-3494, United States","Casale, J.F., Special Testing and Research Laboratory, U.S. Drug Enforcement Administration, 7704 Old Springhouse Road Mclean, Virginia, 22102-3494, United States; Moore, J.M., Special Testing and Research Laboratory, U.S. Drug Enforcement Administration, 7704 Old Springhouse Road Mclean, Virginia, 22102-3494, United States",NA,"cocaine derivative; homococaine; article; drug determination; drug purification; drug structure; drug synthesis; Chromatography, Gas; Cocaine; Dopamine Uptake Inhibitors; Drug Contamination","Casale, J.F.; Special Testing and Research Laboratory, 7704 Old Springhouse Road Mclean, Virginia, 22102-3494, United States",Article,Final,NA,Scopus,2-s2.0-0028023735,,IFSMS 1995,Drugs,Drugs
"Moore J.M., Hays P.A., Cooper D.A., Casale J.F., Lydon J.",7405246099;7005871863;7404354932;7004165743;57210226037;,1-Hydroxytropacocaine: An abundant alkaloid of Erythroxylum novogranatense var. Novogranatense and var. Truxillense,1994,Phytochemistry,36,2,NA,357,360,NA,17,10.1016/S0031-9422(00)97075-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027974483&doi=10.1016%2fS0031-9422%2800%2997075-4&partnerID=40&md5=6521eef2645ea5d9ed6039aaf389f85b,"United States Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; United States Department of Agriculture, Agricultural Research Services, Weed Science Laboratory, Bldg. 001, Room 236, Beltsville, MD 20705, United States","Moore, J.M., United States Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Hays, P.A., United States Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Cooper, D.A., United States Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Casale, J.F., United States Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Lydon, J., United States Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States, United States Department of Agriculture, Agricultural Research Services, Weed Science Laboratory, Bldg. 001, Room 236, Beltsville, MD 20705, United States",1-hydroxytropacocaine.; coca; Erythroxylaceae; Erythroxylum novogranatense; hydroxytropane; tropane alkaloid,NA,"Moore, J.M.; United States Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States",Article,Final,NA,Scopus,2-s2.0-0027974483,,IFSMS 1995,Drugs,Drugs
"Carpenter A., Laing R.R.",NA,Cocaine in bleach: Destroying the evidence - Identification of degradation products,1994,Microgram,27,8,NA,249,52,NA,1,NA,NA,NA,"Carpenter, A.; Laing, R.R.",NA,NA,NA,NA,Final,NA,Scopus,2-s2.0-60849102740,,IFSMS 1995,Drugs,Drugs
"Casale J.E., Moore J.M.",7004165743;7405246099;,Detection and determination of pseudococaine in coca leaves and illicit cocaine samples,1994,Journal of Forensic Sciences,39,6,NA,1537,1543,NA,13,10.1520/jfs13741j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028673814&doi=10.1520%2fjfs13741j&partnerID=40&md5=3a6285f45a929f3ce790116c6dd29079,"U.S. DEA, Special Testing/Research Laboratory, 7704 Old Springhouse Rd., McLean, VA 22102-3494, United States","Casale, J.E., U.S. DEA, Special Testing/Research Laboratory, 7704 Old Springhouse Rd., McLean, VA 22102-3494, United States; Moore, J.M., U.S. DEA, Special Testing/Research Laboratory, 7704 Old Springhouse Rd., McLean, VA 22102-3494, United States",chromatographic analyses; coca leaves; cocaine; criminalistics; illicit drugs; pseudococaine,cocaine; cocaine derivative; dextromethorphan; illicit drug; norcocaine; pseudococaine; pseudotropine benzoate; toluene; article; Bolivia; capillary gas chromatography; coca; drug determination; drug isolation; drug structure; ion pair chromatography; mass spectrometry; nonhuman; plant leaf; priority journal,"Casale, J.E.; U.S. DEA, 7704 Old Springhouse Rd., McLean, VA 22102-3494, United States",Article,Final,NA,Scopus,2-s2.0-0028673814,,IFSMS 1995,Drugs,Drugs
"Moore J.M., Casale J.F.",7405246099;7004165743;,"In-depth chromatographic analyses of illicit cocaine and its precursor, coca leaves",1994,Journal of Chromatography A,674,1--2,NA,165,205,NA,52,10.1016/0021-9673(94)85224-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028074279&doi=10.1016%2f0021-9673%2894%2985224-3&partnerID=40&md5=347cbdf0d4aef529bbc4a0b469d480b5,"United States Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States","Moore, J.M., United States Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Casale, J.F., United States Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States",NA,"cinnamoylcocaine; cocaine; cocaine derivative; cuscohygrine; ecgonine methyl ester; hygrine; pseudotropine benzoate; truxilline; unclassified drug; chromatography; coca; column chromatography; conference paper; drug determination; drug impurity; drug industry; drug purification; gas chromatography; liquid liquid extraction; priority journal; structure analysis; Alkaloids; Chromatography; Coca; Cocaine; Drug Contamination; Plants, Medicinal; Reproducibility of Results; Spectrophotometry, Ultraviolet; Spectrum Analysis, Mass; Street Drugs; Erythroxylum","Moore, J.M.; United States Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States",Review,Final,NA,Scopus,2-s2.0-0028074279,,IFSMS 1995,Drugs,Drugs
"Moore J.M., Casale J.F., Klein R.F.X., Cooper D.A., Lydon J.",7405246099;7004165743;7404357818;7404354932;7006442190;,Determination and in-depth chromatographic analyses of alkaloids in South American and greenhouse-cultivated coca leaves,1994,Journal of Chromatography A,659,1,NA,163,175,NA,43,10.1016/0021-9673(94)85018-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028213180&doi=10.1016%2f0021-9673%2894%2985018-6&partnerID=40&md5=81551307138c3899972a85afbdf4c407,"United States Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; United States Department of Agriculture, Agricultural Research Services, Weed Science Laboratory, Building 001, Room 236, Beltsville, MD 20705, United States","Moore, J.M., United States Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Casale, J.F., United States Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Klein, R.F.X., United States Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Cooper, D.A., United States Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Lydon, J., United States Department of Agriculture, Agricultural Research Services, Weed Science Laboratory, Building 001, Room 236, Beltsville, MD 20705, United States",NA,"alkaloid; cocaine; cocaine derivative; article; gas chromatography; mass spectrometry; plant leaf; priority journal; Alkaloids; Chromatography, Gas; Coca; Electrons; Flame Ionization; Plants, Medicinal; Reproducibility of Results; Spectrum Analysis, Mass","Moore, J.M.; United States Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States",Article,Final,NA,Scopus,2-s2.0-0028213180,,IFSMS 1995,Drugs,Drugs
Casale J.F.,7004165743;,Methyl esters of ecgonine: Injection-port produced artifacts from cocaine base (crack) exhibits,1992,Journal of Forensic Sciences,37,5,NA,1295,1310,NA,7,10.1520/jfs13317j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026754499&doi=10.1520%2fjfs13317j&partnerID=40&md5=c320bee3708fcb99034f00c0c5ffd570,"DEA Special Testing and Research, 7704 Old Springhouse Rd., McLean, VA 22102, United States","Casale, J.F., DEA Special Testing and Research, 7704 Old Springhouse Rd., McLean, VA 22102, United States",cocaine; crack; ecgonine; gas chromatography/mass spectrometry; toxicology,bicarbonate; cocaine; ecgonine; article; artifact; esterification; gas chromatography; hydrolysis; injection; mass spectrometry; priority journal; toxicology,"Casale, J.F.; DEA Special Testing and Research, 7704 Old Springhouse Rd., McLean, VA 22102, United States",Article,Final,NA,Scopus,2-s2.0-0026754499,,IFSMS 1995,Drugs,Drugs
"Vu B.D., Levillain P., Galliot M., Fabiani P., Lieh N.P.",NA,Analyse des Cocaines de Saisies (Analysis of Cocaine in Drug Seizures),2004,Ann. Falsif. Expert. Chim. Toxicol.,85,NA,NA,149,NA,NA,2,NA,NA,NA,"Vu, B.D.; Levillain, P.; Galliot, M.; Fabiani, P.; Lieh, N.P.",NA,NA,NA,NA,NA,NA,Scopus,2-s2.0-0004944693,,IFSMS 1995,Drugs,Drugs
"Violante N., Quaglia M.G., Lopez A., Caroli S.",7003641027;7005916813;7401455098;7006483098;,Characterization of cocaine and heroin samples as a function of their trace element content: An analytical pilot study,1992,Microchemical Journal,45,1,NA,79,89,NA,22,10.1016/0026-265X(92)90075-E,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002840617&doi=10.1016%2f0026-265X%2892%2990075-E&partnerID=40&md5=1ae69973ed0bd6fdae40858e23463760,"Istituto Superiore di SanitÃ , Department of Applied Toxicology, Viale Regina Elena 299, 00161 Rome, Italy; Department of Pharmaceutical Studies, University La Sapienza, Piazzale Aldo Moro 7, 00185 Rome, Italy; Institute of Forensic Medicine, University La Sapienza, Piazzale Aldo Moro 7, 00185 Rome, Italy","Violante, N., Istituto Superiore di SanitÃ , Department of Applied Toxicology, Viale Regina Elena 299, 00161 Rome, Italy; Quaglia, M.G., Department of Pharmaceutical Studies, University La Sapienza, Piazzale Aldo Moro 7, 00185 Rome, Italy; Lopez, A., Institute of Forensic Medicine, University La Sapienza, Piazzale Aldo Moro 7, 00185 Rome, Italy; Caroli, S., Istituto Superiore di SanitÃ , Department of Applied Toxicology, Viale Regina Elena 299, 00161 Rome, Italy",NA,NA,"Caroli, S.; Istituto Superiore di SanitÃ , Department of Applied Toxicology, Viale Regina Elena 299, 00161 Rome, Italy",Article,Final,NA,Scopus,2-s2.0-0002840617,,IFSMS 1995,Drugs,Drugs
"Lurie I.S., Chan K.C., Spratley T.K., Casale J.F., Issaq H.J.",7006426157;7406032325;6603192427;7004165743;7005660940;,Separation and detection of acidic and neutral impurities in illicit heroin via capillary electrophoresis,1995,Journal of Chromatography B: Biomedical Sciences and Applications,669,1,NA,3,13,NA,56,10.1016/0378-4347(95)00148-C,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029056981&doi=10.1016%2f0378-4347%2895%2900148-C&partnerID=40&md5=979b4136d706e31ad229a6f292ff52c9,"Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Program Resources, Inc./DynCorp, National Cancer Institute, Frederick, MD 21702-1201, United States","Lurie, I.S., Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Chan, K.C., Program Resources, Inc./DynCorp, National Cancer Institute, Frederick, MD 21702-1201, United States; Spratley, T.K., Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Casale, J.F., Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States; Issaq, H.J., Program Resources, Inc./DynCorp, National Cancer Institute, Frederick, MD 21702-1201, United States",NA,"acetonitrile; acetylthebaol; beta cyclodextrin; beta cyclodextrin derivative; beta cyclodextrin sulfobutyl ether; cyclodextrin; diamorphine; dodecyl sulfate sodium; fluoride; illicit drug; krypton; morphine derivative; phenanthrene derivative; unclassified drug; conference paper; drug determination; drug structure; fluorescence; gel electrophoresis; laser; light emitting diode; micellar electrokinetic chromatography; priority journal; ultraviolet radiation; Drug Contamination; Electrophoresis, Capillary; Heroin; Hydrogen-Ion Concentration; Reproducibility of Results; Spectrometry, Fluorescence; Spectrophotometry, Ultraviolet; Street Drugs","Lurie, I.S.; Drug Enforcement Administration, Special Testing and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States",Article,Final,NA,Scopus,2-s2.0-0029056981,,IFSMS 1995,Drugs,Drugs
Kaa E.,7004626384;,"Impurities, adulterants and diluents of illicit heroin. Changes during a 12-year period",1994,Forensic Science International,64,2--3,NA,171,179,NA,67,10.1016/0379-0738(94)90228-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028298092&doi=10.1016%2f0379-0738%2894%2990228-3&partnerID=40&md5=85eacab249760aa9dd80409dda2b7235,"Department of Forensic Medicine, Aarhus University, Skovagervej 2, DK-8240 Risskov, Denmark","Kaa, E., Department of Forensic Medicine, Aarhus University, Skovagervej 2, DK-8240 Risskov, Denmark",1981-1992; Adulterants; Denmark; Diluents; Illicit heroin; Impurities,"caffeine; diamorphine; drug additive; illicit drug; methaqualone; noscapine; paracetamol; phenobarbital; procaine; sugar; article; denmark; drug analysis; drug decomposition; drug purity; priority journal; sampling; storage; time; Acetaminophen; Caffeine; Carbohydrates; Denmark; Drug Contamination; Heroin; Hydrogen-Ion Concentration; Lactose; Morphine; Noscapine; Papaverine; Phenobarbital; Procaine; Street Drugs; Support, Non-U.S. Gov't","Kaa, E.; Department of Forensic Medicine, Aarhus University, Skovagervej 2, DK-8240 Risskov, Denmark",Article,Final,NA,Scopus,2-s2.0-0028298092,,IFSMS 1995,Drugs,Drugs
"Violante N., Quaglia M.G., Lopez A., Caroli S.",7003641027;7005916813;7401455098;7006483098;,Characterization of cocaine and heroin samples as a function of their trace element content: An analytical pilot study,1992,Microchemical Journal,45,1,NA,79,89,NA,22,10.1016/0026-265X(92)90075-E,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002840617&doi=10.1016%2f0026-265X%2892%2990075-E&partnerID=40&md5=1ae69973ed0bd6fdae40858e23463760,"Istituto Superiore di SanitÃ , Department of Applied Toxicology, Viale Regina Elena 299, 00161 Rome, Italy; Department of Pharmaceutical Studies, University La Sapienza, Piazzale Aldo Moro 7, 00185 Rome, Italy; Institute of Forensic Medicine, University La Sapienza, Piazzale Aldo Moro 7, 00185 Rome, Italy","Violante, N., Istituto Superiore di SanitÃ , Department of Applied Toxicology, Viale Regina Elena 299, 00161 Rome, Italy; Quaglia, M.G., Department of Pharmaceutical Studies, University La Sapienza, Piazzale Aldo Moro 7, 00185 Rome, Italy; Lopez, A., Institute of Forensic Medicine, University La Sapienza, Piazzale Aldo Moro 7, 00185 Rome, Italy; Caroli, S., Istituto Superiore di SanitÃ , Department of Applied Toxicology, Viale Regina Elena 299, 00161 Rome, Italy",NA,NA,"Caroli, S.; Istituto Superiore di SanitÃ , Department of Applied Toxicology, Viale Regina Elena 299, 00161 Rome, Italy",Article,Final,NA,Scopus,2-s2.0-0002840617,,IFSMS 1995,Drugs,Drugs
